congress,publishdate,title,section,browseline1,firstpage,textfile
113,"February 18, 2014","Representative Chaka Fattah, Biography",REPRESENTATIVE,Chaka Fattah ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-2.htm
113,"February 18, 2014","Representative Michael G. Fitzpatrick, Biography",REPRESENTATIVE,Michael G. Fitzpatrick ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-8.htm
113,"February 18, 2014","Representative Jim Gerlach, Biography",REPRESENTATIVE,Jim Gerlach ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-6.htm
113,"February 18, 2014","Representative Mike Kelly, Biography",REPRESENTATIVE,Mike Kelly ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-3.htm
113,"February 18, 2014","Representative Tom Marino, Biography",REPRESENTATIVE,Tom Marino ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-10.htm
113,"February 18, 2014","Representative Patrick Meehan, Biography",REPRESENTATIVE,Patrick Meehan ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-7.htm
113,"February 18, 2014","Representative Tim Murphy, Biography",REPRESENTATIVE,Tim Murphy ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-18.htm
113,"February 18, 2014","Representative Scott Perry, Biography",REPRESENTATIVE,Scott Perry ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-4.htm
113,"February 18, 2014","Representative Joseph R. Pitts, Biography",REPRESENTATIVE,Joseph R. Pitts ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-16.htm
113,"February 18, 2014","Representative Keith J. Rothfus, Biography",REPRESENTATIVE,Keith J. Rothfus ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-12.htm
113,"February 18, 2014","Representative Allyson Y. Schwartz, Biography",REPRESENTATIVE,Allyson Y. Schwartz ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-13.htm
113,"February 18, 2014","Representative Bill Shuster, Biography",REPRESENTATIVE,Bill Shuster ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-9.htm
113,"February 18, 2014","Representative Glenn Thompson, Biography",REPRESENTATIVE,Glenn Thompson ,Pennsylvania (PA),CDIR-2014-02-18/html/CDIR-2014-02-18-PA-H-5.htm
113,"February 18, 2014",Puerto Rico State Delegation,STATEDELEGATION,Puerto Rico (PR) Congressional Delegation ,Puerto Rico (PR),CDIR-2014-02-18/html/CDIR-2014-02-18-PR.htm
113,"February 18, 2014","Residentcommissioner Pedro R. Pierluisi, Biography",RESIDENTCOMMISSIONER,PEDRO R. PIERLUISI (PR) ,Puerto Rico (PR),CDIR-2014-02-18/html/CDIR-2014-02-18-PR-H.htm
113,"February 18, 2014",Rhode Island State Delegation,STATEDELEGATION,Rhode Island (RI) Congressional Delegation ,Rhode Island (RI),CDIR-2014-02-18/html/CDIR-2014-02-18-RI.htm
113,"February 18, 2014","Senator Jack Reed, Biography",SENATOR,Jack Reed ,Rhode Island (RI),CDIR-2014-02-18/html/CDIR-2014-02-18-RI-S-1.htm
113,"February 18, 2014","Senator Sheldon Whitehouse, Biography",SENATOR,Sheldon Whitehouse ,Rhode Island (RI),CDIR-2014-02-18/html/CDIR-2014-02-18-RI-S-2.htm
113,"February 18, 2014","Representative David N. Cicilline, Biography",REPRESENTATIVE,David N. Cicilline ,Rhode Island (RI),CDIR-2014-02-18/html/CDIR-2014-02-18-RI-H-1.htm
113,"February 18, 2014","Representative James R. Langevin, Biography",REPRESENTATIVE,James R. Langevin ,Rhode Island (RI),CDIR-2014-02-18/html/CDIR-2014-02-18-RI-H-2.htm
113,"February 18, 2014",South Carolina State Delegation,STATEDELEGATION,South Carolina (SC) Congressional Delegation ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC.htm
113,"February 18, 2014","Senator Lindsey Graham, Biography",SENATOR,Lindsey Graham ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-S-1.htm
113,"February 18, 2014","Senator Tim Scott, Biography",SENATOR,Tim Scott ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-S-2.htm
113,"February 18, 2014","Representative James E. Clyburn, Biography",REPRESENTATIVE,James E. Clyburn ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-6.htm
113,"February 18, 2014","Representative Jeff Duncan, Biography",REPRESENTATIVE,Jeff Duncan ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-3.htm
113,"February 18, 2014","Representative Trey Gowdy, Biography",REPRESENTATIVE,Trey Gowdy ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-4.htm
113,"February 18, 2014","Representative Mick Mulvaney, Biography",REPRESENTATIVE,Mick Mulvaney ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-5.htm
113,"February 18, 2014","Representative Tom Rice, Biography",REPRESENTATIVE,Tom Rice ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-7.htm
113,"February 18, 2014","Representative Mark Sanford, Biography",REPRESENTATIVE,Mark Sanford ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-1.htm
113,"February 18, 2014","Representative Joe Wilson, Biography",REPRESENTATIVE,Joe Wilson ,South Carolina (SC),CDIR-2014-02-18/html/CDIR-2014-02-18-SC-H-2.htm
113,"February 18, 2014",South Dakota State Delegation,STATEDELEGATION,South Dakota (SD) Congressional Delegation ,South Dakota (SD),CDIR-2014-02-18/html/CDIR-2014-02-18-SD.htm
113,"February 18, 2014","Senator Tim Johnson, Biography",SENATOR,Tim Johnson ,South Dakota (SD),CDIR-2014-02-18/html/CDIR-2014-02-18-SD-S-1.htm
113,"February 18, 2014","Senator John Thune, Biography",SENATOR,John Thune ,South Dakota (SD),CDIR-2014-02-18/html/CDIR-2014-02-18-SD-S-2.htm
113,"February 18, 2014","Representative Kristi L. Noem, Biography",REPRESENTATIVE,Kristi L. Noem ,South Dakota (SD),CDIR-2014-02-18/html/CDIR-2014-02-18-SD-H-0.htm
113,"February 18, 2014",Tennessee State Delegation,STATEDELEGATION,Tennessee (TN) Congressional Delegation ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN.htm
113,"February 18, 2014","Senator Lamar Alexander, Biography",SENATOR,Lamar Alexander ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-S-1.htm
113,"February 18, 2014","Senator Bob Corker, Biography",SENATOR,Bob Corker ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-S-2.htm
113,"February 18, 2014","Representative Diane Black, Biography",REPRESENTATIVE,Diane Black ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-6.htm
113,"February 18, 2014","Representative Marsha Blackburn, Biography",REPRESENTATIVE,Marsha Blackburn ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-7.htm
113,"February 18, 2014","Representative Stephen Ira ``steve'' Cohen, Biography",REPRESENTATIVE,STEPHEN IRA ``STEVE'' COHEN (TN) ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-9.htm
113,"February 18, 2014","Representative Jim Cooper, Biography",REPRESENTATIVE,Jim Cooper ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-5.htm
113,"February 18, 2014","Representative Scott Desjarlais, Biography",REPRESENTATIVE,Scott DesJarlais ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-4.htm
113,"February 18, 2014","Representative John J. Duncan, Jr., Biography",REPRESENTATIVE,"John J. Duncan, Jr. ",Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-2.htm
113,"February 18, 2014","Representative Stephen Lee Fincher, Biography",REPRESENTATIVE,Stephen Lee Fincher ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-8.htm
113,"February 18, 2014","Representative Charles J. ""chuck"" Fleischmann, Biography",REPRESENTATIVE,"Charles J. ""Chuck"" Fleischmann ",Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-3.htm
113,"February 18, 2014","Representative David P. Roe, Biography",REPRESENTATIVE,David P. Roe ,Tennessee (TN),CDIR-2014-02-18/html/CDIR-2014-02-18-TN-H-1.htm
113,"February 18, 2014",Texas State Delegation,STATEDELEGATION,Texas (TX) Congressional Delegation ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX.htm
113,"February 18, 2014","Senator John Cornyn, Biography",SENATOR,John Cornyn ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-S-1.htm
113,"February 18, 2014","Senator Ted Cruz, Biography",SENATOR,Ted Cruz ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-S-2.htm
113,"February 18, 2014","Representative Joe Barton, Biography",REPRESENTATIVE,Joe Barton ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-6.htm
113,"February 18, 2014","Representative Kevin Brady, Biography",REPRESENTATIVE,Kevin Brady ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-8.htm
113,"February 18, 2014","Representative Michael C. Burgess, Biography",REPRESENTATIVE,Michael C. Burgess ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-26.htm
113,"February 18, 2014","Representative John R. Carter, Biography",REPRESENTATIVE,John R. Carter ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-31.htm
113,"February 18, 2014","Representative Joaquin Castro, Biography",REPRESENTATIVE,Joaquin Castro ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-20.htm
113,"February 18, 2014","Representative K. Michael Conaway, Biography",REPRESENTATIVE,K. Michael Conaway ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-11.htm
113,"February 18, 2014","Representative Henry Cuellar, Biography",REPRESENTATIVE,Henry Cuellar ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-28.htm
113,"February 18, 2014","Representative John Abney Culberson, Biography",REPRESENTATIVE,John Abney Culberson ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-7.htm
113,"February 18, 2014","Representative Lloyd Doggett, Biography",REPRESENTATIVE,Lloyd Doggett ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-35.htm
113,"February 18, 2014","Representative William H. ``bill'' Flores, Biography",REPRESENTATIVE,WILLIAM H. ``BILL'' FLORES (TX) ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-17.htm
113,"February 18, 2014","Representative Blake Farenthold, Biography",REPRESENTATIVE,Blake Farenthold ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-27.htm
113,"February 18, 2014","Representative Pete P. Gallego, Biography",REPRESENTATIVE,Pete P. Gallego ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-23.htm
113,"February 18, 2014","Representative Louie Gohmert, Biography",REPRESENTATIVE,Louie Gohmert ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-1.htm
113,"February 18, 2014","Representative Kay Granger, Biography",REPRESENTATIVE,Kay Granger ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-12.htm
113,"February 18, 2014","Representative Al Green, Biography",REPRESENTATIVE,Al Green ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-9.htm
113,"February 18, 2014","Representative Gene Green, Biography",REPRESENTATIVE,Gene Green ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-29.htm
113,"February 18, 2014","Representative Ralph M. Hall, Biography",REPRESENTATIVE,Ralph M. Hall ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-4.htm
113,"February 18, 2014","Representative Jeb Hensarling, Biography",REPRESENTATIVE,Jeb Hensarling ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-5.htm
113,"February 18, 2014","Representative Ruben Hinojosa, Biography",REPRESENTATIVE,Ruben Hinojosa ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-15.htm
113,"February 18, 2014","Representative Sheila Jackson Lee, Biography",REPRESENTATIVE,Sheila Jackson Lee ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-18.htm
113,"February 18, 2014","Representative Eddie Bernice Johnson, Biography",REPRESENTATIVE,Eddie Bernice Johnson ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-30.htm
113,"February 18, 2014","Representative Sam Johnson, Biography",REPRESENTATIVE,Sam Johnson ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-3.htm
113,"February 18, 2014","Representative Kenny Marchant, Biography",REPRESENTATIVE,Kenny Marchant ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-24.htm
113,"February 18, 2014","Representative Michael T. Mccaul, Biography",REPRESENTATIVE,Michael T. McCaul ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-10.htm
113,"February 18, 2014","Representative Randy Neugebauer, Biography",REPRESENTATIVE,Randy Neugebauer ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-19.htm
113,"February 18, 2014","Representative Beto O'rourke, Biography",REPRESENTATIVE,Beto O'Rourke ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-16.htm
113,"February 18, 2014","Representative Pete Olson, Biography",REPRESENTATIVE,Pete Olson ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-22.htm
113,"February 18, 2014","Representative Ted Poe, Biography",REPRESENTATIVE,Ted Poe ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-2.htm
113,"February 18, 2014","Representative Pete Sessions, Biography",REPRESENTATIVE,Pete Sessions ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-32.htm
113,"February 18, 2014","Representative Lamar Smith, Biography",REPRESENTATIVE,Lamar Smith ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-21.htm
113,"February 18, 2014","Representative Steve Stockman, Biography",REPRESENTATIVE,Steve Stockman ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-36.htm
113,"February 18, 2014","Representative Mac Thornberry, Biography",REPRESENTATIVE,Mac Thornberry ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-13.htm
113,"February 18, 2014","Representative Marc A. Veasey, Biography",REPRESENTATIVE,Marc A. Veasey ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-33.htm
113,"February 18, 2014","Representative Filemon Vela, Biography",REPRESENTATIVE,Filemon Vela ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-34.htm
113,"February 18, 2014","Representative Randy K. Weber, Sr., Biography",REPRESENTATIVE,"Randy K. Weber, Sr. ",Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-14.htm
113,"February 18, 2014","Representative Roger Williams, Biography",REPRESENTATIVE,Roger Williams ,Texas (TX),CDIR-2014-02-18/html/CDIR-2014-02-18-TX-H-25.htm
113,"February 18, 2014",Utah State Delegation,STATEDELEGATION,Utah (UT) Congressional Delegation ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT.htm
113,"February 18, 2014","Senator Orrin G. Hatch, Biography",SENATOR,Orrin G. Hatch ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT-S-1.htm
113,"February 18, 2014","Senator Mike Lee, Biography",SENATOR,Mike Lee ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT-S-2.htm
113,"February 18, 2014","Representative Rob Bishop, Biography",REPRESENTATIVE,Rob Bishop ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT-H-1.htm
113,"February 18, 2014","Representative Jason Chaffetz, Biography",REPRESENTATIVE,Jason Chaffetz ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT-H-3.htm
113,"February 18, 2014","Representative Jim Matheson, Biography",REPRESENTATIVE,Jim Matheson ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT-H-4.htm
113,"February 18, 2014","Representative Chris Stewart, Biography",REPRESENTATIVE,Chris Stewart ,Utah (UT),CDIR-2014-02-18/html/CDIR-2014-02-18-UT-H-2.htm
113,"February 18, 2014",Vermont State Delegation,STATEDELEGATION,Vermont (VT) Congressional Delegation ,Vermont (VT),CDIR-2014-02-18/html/CDIR-2014-02-18-VT.htm
113,"February 18, 2014","Senator Patrick J. Leahy, Biography",SENATOR,Patrick J. Leahy ,Vermont (VT),CDIR-2014-02-18/html/CDIR-2014-02-18-VT-S-1.htm
113,"February 18, 2014","Senator Bernard Sanders, Biography",SENATOR,Bernard Sanders ,Vermont (VT),CDIR-2014-02-18/html/CDIR-2014-02-18-VT-S-2.htm
113,"February 18, 2014","Representative Peter Welch, Biography",REPRESENTATIVE,Peter Welch ,Vermont (VT),CDIR-2014-02-18/html/CDIR-2014-02-18-VT-H-0.htm
113,"February 18, 2014",Virgin Islands State Delegation,STATEDELEGATION,Virgin Islands (VI) Congressional Delegation ,Virgin Islands (VI),CDIR-2014-02-18/html/CDIR-2014-02-18-VI.htm
113,"February 18, 2014","Delegate Donna M. Christensen, Biography",DELEGATE,DONNA M. CHRISTENSEN (VI) ,Virgin Islands (VI),CDIR-2014-02-18/html/CDIR-2014-02-18-VI-H.htm
113,"February 18, 2014",Virginia State Delegation,STATEDELEGATION,Virginia (VA) Congressional Delegation ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA.htm
113,"February 18, 2014","Senator Tim Kaine, Biography",SENATOR,Tim Kaine ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-S-2.htm
113,"February 18, 2014","Senator Mark R. Warner, Biography",SENATOR,Mark R. Warner ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-S-1.htm
113,"February 18, 2014","Representative Eric Cantor, Biography",REPRESENTATIVE,Eric Cantor ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-7.htm
113,"February 18, 2014","Representative Gerald E. Connolly, Biography",REPRESENTATIVE,Gerald E. Connolly ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-11.htm
113,"February 18, 2014","Representative J. Randy Forbes, Biography",REPRESENTATIVE,J. Randy Forbes ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-4.htm
113,"February 18, 2014","Representative Bob Goodlatte, Biography",REPRESENTATIVE,Bob Goodlatte ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-6.htm
113,"February 18, 2014","Representative H. Morgan Griffith, Biography",REPRESENTATIVE,H. Morgan Griffith ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-9.htm
113,"February 18, 2014","Representative Robert Hurt, Biography",REPRESENTATIVE,Robert Hurt ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-5.htm
113,"February 18, 2014","Representative James P. Moran, Biography",REPRESENTATIVE,James P. Moran ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-8.htm
113,"February 18, 2014","Representative E. Scott Rigell, Biography",REPRESENTATIVE,E. Scott Rigell ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-2.htm
113,"February 18, 2014","Representative Robert C. ``bobby'' Scott, Biography",REPRESENTATIVE,ROBERT C. ``BOBBY'' SCOTT (VA) ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-3.htm
113,"February 18, 2014","Representative Robert J. Wittman, Biography",REPRESENTATIVE,Robert J. Wittman ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-1.htm
113,"February 18, 2014","Representative Frank R. Wolf, Biography",REPRESENTATIVE,Frank R. Wolf ,Virginia (VA),CDIR-2014-02-18/html/CDIR-2014-02-18-VA-H-10.htm
113,"February 18, 2014",Washington State Delegation,STATEDELEGATION,Washington (WA) Congressional Delegation ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA.htm
113,"February 18, 2014","Senator Maria Cantwell, Biography",SENATOR,Maria Cantwell ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-S-2.htm
113,"February 18, 2014","Senator Patty Murray, Biography",SENATOR,Patty Murray ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-S-1.htm
113,"February 18, 2014","Representative Suzan K. Delbene, Biography",REPRESENTATIVE,Suzan K. DelBene ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-1.htm
113,"February 18, 2014","Representative Doc Hastings, Biography",REPRESENTATIVE,Doc Hastings ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-4.htm
113,"February 18, 2014","Representative Denny Heck, Biography",REPRESENTATIVE,Denny Heck ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-10.htm
113,"February 18, 2014","Representative Jaime Herrera Beutler, Biography",REPRESENTATIVE,Jaime Herrera Beutler ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-3.htm
113,"February 18, 2014","Representative Derek Kilmer, Biography",REPRESENTATIVE,Derek Kilmer ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-6.htm
113,"February 18, 2014","Representative Rick Larsen, Biography",REPRESENTATIVE,Rick Larsen ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-2.htm
113,"February 18, 2014","Representative Jim Mcdermott, Biography",REPRESENTATIVE,Jim McDermott ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-7.htm
113,"February 18, 2014","Representative Cathy Mcmorris Rodgers, Biography",REPRESENTATIVE,Cathy McMorris Rodgers ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-5.htm
113,"February 18, 2014","Representative David G. Reichert, Biography",REPRESENTATIVE,David G. Reichert ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-8.htm
113,"February 18, 2014","Representative Adam Smith, Biography",REPRESENTATIVE,Adam Smith ,Washington (WA),CDIR-2014-02-18/html/CDIR-2014-02-18-WA-H-9.htm
113,"February 18, 2014",West Virginia State Delegation,STATEDELEGATION,West Virginia (WV) Congressional Delegation ,West Virginia (WV),CDIR-2014-02-18/html/CDIR-2014-02-18-WV.htm
113,"February 18, 2014","Senator John D. Rockefeller IV, Biography",SENATOR,JOHN D. ROCKEFELLER IV (WV) ,West Virginia (WV),CDIR-2014-02-18/html/CDIR-2014-02-18-WV-S-1.htm
113,"February 18, 2014","Senator Joe Manchin III, Biography",SENATOR,Joe Manchin III ,West Virginia (WV),CDIR-2014-02-18/html/CDIR-2014-02-18-WV-S-2.htm
113,"February 18, 2014","Representative Shelley Moore Capito, Biography",REPRESENTATIVE,Shelley Moore Capito ,West Virginia (WV),CDIR-2014-02-18/html/CDIR-2014-02-18-WV-H-2.htm
113,"February 18, 2014","Representative Nick J. Rahall II, Biography",REPRESENTATIVE,NICK J. RAHALL II (WV) ,West Virginia (WV),CDIR-2014-02-18/html/CDIR-2014-02-18-WV-H-3.htm
113,"February 18, 2014","Representative David B. Mckinley, Biography",REPRESENTATIVE,David B. McKinley ,West Virginia (WV),CDIR-2014-02-18/html/CDIR-2014-02-18-WV-H-1.htm
